,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
1022,11X290_2017,BRONX ACADEMY OF HEALTH CAREERS,75.0,2.49,2.15,,4,0.784,0.9,3,427,0.047,0.37,0.11199999999999999,0.609,0.536,0.012,0.22699999999999998,0.021,0.171,0.171,0.35700000000000004,0.778,4,3,4,4,3,0.68,3,0.87,3,3,0.877,0.61,3,0.976,0.88,3,4.9
1023,11X299_2017,ASTOR COLLEGIATE ACADEMY,75.4,2.69,2.38,,2,0.625,0.72,3,500,0.057999999999999996,0.32,0.055999999999999994,0.44799999999999995,0.46799999999999997,0.012,0.242,0.122,0.10800000000000001,0.10800000000000001,0.409,0.893,3,2,3,2,2,0.71,2,0.84,3,2,0.858,0.57,2,0.951,0.8,2,6.6
1024,11X418_2017,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,61.6,2.59,2.16,,2,0.687,0.69,2,471,0.027999999999999997,0.293,0.042,0.499,0.573,0.038,0.301,0.102,0.11,0.11,0.45399999999999996,0.909,2,2,3,3,3,0.69,2,0.86,3,2,0.8420000000000001,0.59,2,0.9520000000000001,0.73,2,2.0
1025,11X455_2017,HARRY S TRUMAN HIGH SCHOOL,74.1,2.52,2.15,,3,0.648,0.91,3,2023,0.026000000000000002,0.505,0.07,0.484,0.42700000000000005,0.107,0.253,0.03,0.134,0.134,0.233,0.78,3,3,3,3,3,0.82,3,0.8,2,3,0.903,0.72,3,0.961,0.9,3,3.8
1026,11X508_2017,BRONXDALE HIGH SCHOOL,76.9,2.64,2.3,,4,0.711,0.98,4,445,0.036000000000000004,0.297,0.076,0.521,0.5820000000000001,0.002,0.21600000000000003,0.07200000000000001,0.126,0.126,0.45799999999999996,0.6559999999999999,4,3,4,4,4,0.88,4,0.87,3,2,0.8420000000000001,0.78,3,0.97,0.95,4,5.1
1027,11X509_2017,HIGH SCHOOL OF LANGUAGE AND INNOVATION,66.7,2.05,2.01,,3,0.938,0.88,3,359,0.175,0.092,0.8220000000000001,0.37,0.557,0.003,0.039,0.153,0.253,0.253,0.364,0.581,4,3,3,3,3,0.79,3,0.87,3,3,0.872,0.75,3,0.972,0.9,3,6.0
1028,11X513_2017,NEW WORLD HIGH SCHOOL,84.1,2.05,2.02,,4,0.889,0.88,3,400,0.115,0.135,0.665,0.46299999999999997,0.625,0.005,0.055,0.09,0.23800000000000002,0.23800000000000002,0.24,0.87,4,3,4,4,4,0.86,4,0.8,2,4,0.9259999999999999,0.77,3,0.9620000000000001,0.9,3,12.0
1029,11X514_2017,THE BRONXWOOD PREPARATORY ACADEMY,59.6,2.49,2.05,,4,0.619,0.88,3,402,0.04,0.672,0.07,0.405,0.259,0.022000000000000002,0.204,0.015,0.132,0.132,0.244,0.5379999999999999,4,3,4,4,4,0.79,4,0.83,3,2,0.9059999999999999,0.68,4,0.956,0.87,3,12.0
1030,11X542_2017,PELHAM PREPARATORY ACADEMY,89.4,2.84,2.5,,3,0.615,0.84,3,493,0.059000000000000004,0.298,0.039,0.44,0.517,0.013999999999999999,0.209,0.09699999999999999,0.099,0.099,0.29600000000000004,0.862,4,3,3,3,3,0.81,3,0.83,3,3,0.904,0.71,3,0.97,0.84,3,0.9
1031,11X544_2017,HIGH SCHOOL FOR CONTEMPORARY ARTS,70.7,2.53,2.09,,3,0.758,0.94,4,476,0.017,0.342,0.105,0.557,0.616,0.086,0.282,0.011000000000000001,0.162,0.162,0.38299999999999995,1.0,3,2,3,3,2,0.8,2,0.83,2,3,0.856,0.59,3,0.963,0.89,3,1.6
1032,11X545_2017,BRONX AEROSPACE HIGH SCHOOL,64.8,2.38,2.1,,2,0.726,0.73,2,360,0.042,0.34700000000000003,0.16399999999999998,0.506,0.561,0.003,0.289,0.031,0.18899999999999997,0.18899999999999997,0.46399999999999997,0.88,2,2,3,3,2,0.67,2,0.89,3,2,0.8220000000000001,0.6,2,0.9670000000000001,0.8,2,3.0
1033,12X242_2017,MOTT HALL V,79.5,2.73,2.44,,3,0.779,0.78,2,365,0.036000000000000004,0.16399999999999998,0.085,0.584,0.775,0.06,0.22699999999999998,0.008,0.063,0.063,0.41,0.7090000000000001,4,4,4,4,3,0.77,4,0.83,2,3,0.878,0.76,3,0.956,0.85,3,12.0
1034,12X248_2017,METROPOLITAN HIGH SCHOOL THE,45.1,2.3,2.03,,1,0.8370000000000001,0.69,1,436,0.013999999999999999,0.255,0.22699999999999998,0.626,0.7090000000000001,0.046,0.303,0.006999999999999999,0.193,0.193,0.69,0.541,3,2,2,2,2,0.73,2,0.82,2,2,0.758,0.61,2,0.9670000000000001,0.75,1,1.0
1035,12X251_2017,EXPLORATIONS ACADEMY HS,65.8,2.34,2.1,,2,0.8290000000000001,0.67,1,344,0.015,0.256,0.209,0.637,0.715,0.003,0.262,0.012,0.183,0.183,0.5489999999999999,0.536,3,3,3,3,3,0.72,3,0.83,3,2,0.8079999999999999,0.69,2,0.963,0.81,2,9.9
1036,12X267_2017,BRONX LATIN,95.8,2.67,2.41,,3,0.816,0.86,3,328,0.015,0.18600000000000003,0.11900000000000001,0.655,0.7959999999999999,0.0,0.23800000000000002,0.003,0.125,0.125,0.336,0.5870000000000001,4,3,3,4,4,0.81,3,0.92,4,4,0.899,0.78,4,0.963,0.89,3,4.8
1037,12X271_2017,EAST BRONX ACADEMY FOR THE FUTURE,76.3,2.44,2.07,,4,0.861,0.93,4,409,0.01,0.259,0.11,0.685,0.716,0.073,0.32799999999999996,0.005,0.18100000000000002,0.18100000000000002,0.596,0.754,4,3,3,4,3,0.79,3,0.87,3,3,0.794,0.72,3,0.946,0.9,3,13.0
1038,12X372_2017,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,68.1,2.56,2.25,,2,0.8240000000000001,0.61,2,368,0.011000000000000001,0.239,0.111,0.625,0.72,0.040999999999999995,0.255,0.013999999999999999,0.16,0.16,0.626,0.511,3,2,3,3,2,0.55,2,0.75,1,2,0.79,0.59,2,0.955,0.7,1,1.6
1039,12X388_2017,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,73.1,1.8,1.77,,4,0.958,0.99,4,456,0.0,0.0,0.9079999999999999,0.325,1.0,0.002,0.026000000000000002,0.0,0.3,0.3,0.368,0.529,4,4,4,4,4,0.96,4,0.93,4,4,0.877,0.96,4,0.985,0.97,4,9.0
1040,12X478_2017,THE CINEMA SCHOOL,86.8,2.99,2.68,,2,0.752,0.69,2,310,0.023,0.21,0.07400000000000001,0.594,0.716,0.023,0.161,0.026000000000000002,0.09,0.09,0.434,0.667,4,3,3,3,3,0.75,3,0.83,3,3,0.887,0.64,3,0.966,0.84,3,4.0
1041,12X479_2017,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,39.5,2.4,2.06,,3,0.857,0.9,3,296,0.01,0.402,0.182,0.659,0.5539999999999999,0.003,0.287,0.017,0.267,0.267,0.551,0.64,3,2,3,3,2,0.79,2,0.85,3,2,0.762,0.69,3,0.966,0.91,3,1.9
1042,12X511_2017,BRONX ENVISION ACADEMY,64.8,2.49,2.15,,4,0.818,0.91,3,401,0.022000000000000002,0.33399999999999996,0.122,0.608,0.601,0.017,0.23399999999999999,0.02,0.195,0.195,0.498,0.636,3,3,3,4,3,0.82,3,0.81,2,3,0.812,0.69,3,0.9620000000000001,0.9,3,6.0
1043,12X521_2017,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,60.4,2.36,2.11,,3,0.818,0.9,3,423,0.033,0.258,0.139,0.652,0.6759999999999999,0.027999999999999997,0.23600000000000002,0.019,0.161,0.161,0.557,0.7879999999999999,4,2,3,3,3,0.77,3,0.81,2,3,0.7909999999999999,0.67,3,0.9690000000000001,0.88,3,1.8
1044,12X550_2017,HIGH SCHOOL OF WORLD CULTURES,38.5,1.99,1.88,,2,0.953,0.75,2,440,0.102,0.068,0.875,0.318,0.782,0.0,0.016,0.03,0.27,0.27,0.505,0.43799999999999994,2,2,2,2,3,0.71,2,0.83,2,2,0.7959999999999999,0.69,2,0.966,0.84,3,13.8
1045,12X682_2017,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,66.1,2.36,2.03,,3,0.823,0.9,4,483,0.004,0.284,0.11599999999999999,0.644,0.696,0.099,0.284,0.002,0.17600000000000002,0.17600000000000002,0.622,0.8240000000000001,4,3,4,3,3,0.84,3,0.93,4,3,0.799,0.78,3,0.972,0.92,4,2.8
1046,12X684_2017,WINGS ACADEMY,46.7,2.37,2.06,,3,0.825,0.83,3,489,0.008,0.589,0.051,0.6829999999999999,0.374,0.004,0.249,0.008,0.157,0.157,0.547,0.879,3,2,3,3,3,0.69,2,0.78,2,2,0.807,0.59,2,0.958,0.83,2,3.6
1047,12X692_2017,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,62.5,2.21,1.96,,0,0.843,0.83,0,352,0.009000000000000001,0.17300000000000001,0.278,0.645,0.7759999999999999,0.08199999999999999,0.298,0.017,0.168,0.168,0.532,0.645,2,2,3,3,2,0.75,0,0.82,0,0,0.81,0.68,0,0.9740000000000001,0.87,0,1.3
1048,13K265_2017,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,63.6,2.62,2.14,,3,0.7509999999999999,0.87,3,294,0.013999999999999999,0.684,0.027000000000000003,0.561,0.259,0.013999999999999999,0.19399999999999998,0.006999999999999999,0.133,0.133,0.718,0.943,3,2,3,2,3,0.77,3,0.89,3,2,0.763,0.72,2,0.953,0.9,3,2.8
1049,13K350_2017,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,75.5,2.57,2.12,,3,0.731,0.88,3,268,0.006999999999999999,0.78,0.019,0.5489999999999999,0.187,0.004,0.243,0.015,0.153,0.153,0.507,0.467,3,2,2,3,3,0.79,2,0.84,3,2,0.813,0.66,2,0.972,0.87,3,12.0
1050,13K412_2017,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL BCAM,69.7,2.58,2.13,,4,0.7559999999999999,0.87,3,410,0.012,0.741,0.039,0.61,0.215,0.022000000000000002,0.24100000000000002,0.005,0.115,0.115,0.499,0.7859999999999999,4,3,4,4,3,0.76,3,0.91,4,3,0.821,0.67,3,0.977,0.88,3,11.0
1051,13K419_2017,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE TECH,74.1,2.78,2.47,,3,0.659,0.84,3,544,0.061,0.706,0.046,0.46,0.17800000000000002,0.006,0.16,0.033,0.09699999999999999,0.09699999999999999,0.201,0.667,3,3,3,3,3,0.78,3,0.88,3,3,0.925,0.63,3,0.973,0.83,3,5.2
1052,13K430_2017,BROOKLYN TECHNICAL HIGH SCHOOL,95.5,3.99,4.18,,3,0.419,0.83,4,5682,0.614,0.07,0.0,0.257,0.073,0.001,0.017,0.222,0.019,0.019,0.077,0.9109999999999999,4,3,4,4,4,0.8,4,0.77,2,4,0.9640000000000001,0.76,4,0.9690000000000001,0.87,3,0.5
1053,13K439_2017,BROOKLYN INTERNATIONAL HIGH SCHOOL,77.7,1.92,2.15,,4,0.875,0.98,4,361,0.28,0.20199999999999999,0.8009999999999999,0.35700000000000004,0.371,0.003,0.042,0.147,0.152,0.152,0.24100000000000002,0.64,4,4,4,4,4,0.9,4,0.87,3,4,0.922,0.88,4,0.9620000000000001,0.96,4,2.8
1054,13K483_2017,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,90.0,2.83,2.47,,4,0.5710000000000001,0.94,4,460,0.026000000000000002,0.68,0.017,0.40700000000000003,0.243,0.0,0.165,0.015,0.059000000000000004,0.059000000000000004,0.295,0.7929999999999999,4,4,4,4,4,0.81,4,0.9,4,4,0.907,0.79,3,0.975,0.91,3,4.0
1055,13K499_2017,ACORN COMMUNITY HIGH SCHOOL,76.1,2.47,2.07,,3,0.731,0.92,3,262,0.019,0.79,0.05,0.508,0.149,0.011000000000000001,0.302,0.027000000000000003,0.172,0.172,0.53,1.0,4,3,3,3,2,0.79,3,0.73,2,3,0.7979999999999999,0.69,3,0.9640000000000001,0.88,3,7.0
1056,13K527_2017,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,76.8,2.66,2.23,,4,0.6609999999999999,0.89,3,321,0.047,0.726,0.065,0.495,0.115,0.003,0.18100000000000002,0.1,0.078,0.078,0.408,0.6940000000000001,3,4,4,4,4,0.73,4,0.87,3,3,0.872,0.64,2,0.9640000000000001,0.89,3,6.8
1057,13K595_2017,BEDFORD ACADEMY HIGH SCHOOL,97.6,3.3,2.94,,4,0.499,0.95,4,358,0.036000000000000004,0.7909999999999999,0.003,0.321,0.098,0.0,0.11199999999999999,0.022000000000000002,0.039,0.039,0.19699999999999998,0.9,4,4,4,4,4,0.86,4,0.93,4,3,0.93,0.75,3,0.965,0.93,4,1.8
1058,13K605_2017,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,71.4,2.64,2.31,,4,0.664,0.86,3,690,0.040999999999999995,0.7090000000000001,0.02,0.484,0.213,0.035,0.20600000000000002,0.023,0.096,0.096,0.41600000000000004,0.7140000000000001,4,3,4,4,3,0.75,3,0.81,2,2,0.878,0.64,3,0.972,0.87,3,8.9
1059,13K670_2017,BENJAMIN BANNEKER ACADEMY,87.6,3.33,3.02,,2,0.5579999999999999,0.8,2,896,0.036000000000000004,0.8290000000000001,0.006,0.369,0.098,0.011000000000000001,0.132,0.006999999999999999,0.055,0.055,0.41,0.9329999999999999,3,2,3,2,2,0.8,2,0.85,0,2,0.88,0.63,2,0.968,0.85,0,1.0
1060,13K674_2017,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING ARCHIT,82.6,2.95,2.77,,3,0.5589999999999999,0.95,3,449,0.062,0.713,0.016,0.39,0.174,0.004,0.185,0.028999999999999998,0.06,0.06,0.273,0.6,3,2,3,3,2,0.82,2,0.81,2,2,0.893,0.82,0,0.96,0.94,3,0.9
1061,14K071_2017,JUAN MOREL CAMPOS SECONDARY SCHOOL,64.9,2.28,2.01,,3,0.835,0.91,3,374,0.008,0.14400000000000002,0.24100000000000002,0.618,0.797,0.024,0.27,0.037000000000000005,0.158,0.158,0.426,0.8059999999999999,3,2,2,3,2,0.79,2,0.87,3,2,0.865,0.71,3,0.9570000000000001,0.89,3,0.7
1062,14K449_2017,BROOKLYN LATIN SCHOOL THE,98.8,3.92,4.05,,4,0.40399999999999997,0.9,3,724,0.45899999999999996,0.145,0.0,0.217,0.135,0.0,0.03,0.134,0.026000000000000002,0.026000000000000002,0.23800000000000002,0.682,4,4,4,4,4,0.91,4,0.79,2,4,0.9329999999999999,0.8,3,0.972,0.93,4,4.0
1063,14K454_2017,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,60.7,2.41,2.11,,3,0.813,0.89,3,244,0.008,0.299,0.336,0.49200000000000005,0.664,0.012,0.23,0.016,0.19699999999999998,0.19699999999999998,0.513,0.792,3,3,4,4,3,0.77,3,0.91,4,2,0.845,0.71,2,0.971,0.9,3,5.4
1064,14K474_2017,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,67.3,2.49,2.16,,4,0.764,0.97,4,886,0.003,0.368,0.146,0.563,0.599,0.035,0.207,0.013999999999999999,0.114,0.114,0.428,0.6859999999999999,4,3,4,4,4,0.84,4,0.95,4,2,0.841,0.72,3,0.9540000000000001,0.93,4,20.0
1065,14K477_2017,EAST WILLIAMSBURG SCHOLARS ACADEMY,53.6,2.49,2.14,,3,0.828,0.93,3,432,0.006999999999999999,0.435,0.243,0.581,0.532,0.002,0.192,0.012,0.17800000000000002,0.17800000000000002,0.61,0.9,3,2,3,2,2,0.79,2,0.83,2,2,0.774,0.69,2,0.9640000000000001,0.91,3,3.3
1066,14K478_2017,THE HIGH SCHOOL FOR ENTERPRISE BUSINESS AND TECHNO,69.2,2.59,2.36,,3,0.716,0.7,1,934,0.032,0.348,0.095,0.514,0.5820000000000001,0.005,0.20199999999999999,0.021,0.10099999999999999,0.10099999999999999,0.392,0.789,4,3,4,4,3,0.66,3,0.83,3,3,0.852,0.62,3,0.958,0.79,2,6.8
1067,14K488_2017,BROOKLYN PREPARATORY HIGH SCHOOL,89.8,2.86,2.46,,4,0.647,0.92,3,526,0.021,0.506,0.021,0.48100000000000004,0.441,0.008,0.165,0.013000000000000001,0.068,0.068,0.418,0.667,4,3,3,4,3,0.83,3,0.8,2,3,0.8590000000000001,0.73,3,0.966,0.89,3,6.9
1068,14K558_2017,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,95.4,2.74,2.47,,4,0.6459999999999999,0.92,4,565,0.025,0.313,0.025,0.457,0.596,0.005,0.253,0.051,0.09699999999999999,0.09699999999999999,0.256,0.8,4,3,4,4,3,0.93,4,0.88,3,4,0.9109999999999999,0.96,4,0.977,0.95,4,8.5
1069,14K561_2017,WILLIAMSBURG PREPARATORY SCHOOL,94.0,2.86,2.55,,4,0.6729999999999999,0.89,3,686,0.025,0.16899999999999998,0.034,0.496,0.706,0.003,0.179,0.09300000000000001,0.06,0.06,0.305,0.909,4,3,4,4,3,0.77,3,0.81,2,4,0.9,0.72,3,0.963,0.92,3,6.6
1070,14K586_2017,LYONS COMMUNITY SCHOOL,64.2,2.45,2.03,,3,0.815,0.88,3,347,0.013999999999999999,0.34600000000000003,0.133,0.622,0.611,0.003,0.222,0.026000000000000002,0.16699999999999998,0.16699999999999998,0.589,0.809,3,3,3,3,3,0.77,3,0.85,3,2,0.807,0.72,2,0.977,0.9,3,10.0
1071,14K610_2017,AUTOMOTIVE HIGH SCHOOL,73.8,2.37,2.11,,3,0.72,0.87,3,337,0.036000000000000004,0.49,0.10400000000000001,0.5579999999999999,0.42100000000000004,0.08900000000000001,0.318,0.03,0.142,0.142,0.509,0.444,3,2,3,3,2,0.76,2,0.84,3,2,0.805,0.7,2,0.966,0.89,3,0.9
1072,14K614_2017,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,100.0,2.86,2.46,,3,0.7020000000000001,0.93,4,238,0.038,0.542,0.067,0.525,0.307,0.004,0.16,0.071,0.105,0.105,0.34,0.75,4,3,4,3,3,0.87,4,0.92,4,3,0.884,0.73,3,0.982,0.88,3,0.8
1073,14K632_2017,FRANCES PERKINS ACADEMY,72.4,2.43,2.1,,0,0.785,0.67,0,114,0.009000000000000001,0.667,0.026000000000000002,0.623,0.263,0.009000000000000001,0.316,0.035,0.158,0.158,0.431,0.6920000000000001,3,3,3,3,3,0.69,0,0.74,0,0,0.853,0.67,0,0.965,0.72,0,0.9
1074,14K685_2017,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,56.1,2.48,2.1,,4,0.7859999999999999,0.93,4,242,0.004,0.095,0.157,0.579,0.855,0.004,0.252,0.012,0.11199999999999999,0.11199999999999999,0.502,0.688,4,3,4,4,4,0.87,4,0.87,3,3,0.818,0.83,3,0.987,0.95,4,6.0
1075,15K429_2017,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,70.6,2.66,2.27,,3,0.765,0.84,3,161,0.037000000000000005,0.59,0.031,0.609,0.342,0.006,0.248,0.031,0.075,0.075,0.44799999999999995,0.85,4,3,4,3,3,0.79,3,0.82,2,3,0.8909999999999999,0.67,3,0.9590000000000001,0.79,2,3.8
1076,15K448_2017,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,90.9,2.74,2.27,,4,0.608,0.9,3,405,0.032,0.375,0.057,0.42200000000000004,0.491,0.0,0.299,0.081,0.081,0.081,0.466,0.8,4,3,4,4,4,0.81,4,0.91,4,3,0.836,0.71,3,0.9690000000000001,0.93,4,2.9
1077,15K462_2017,JOHN JAY SCHOOL FOR LAW,79.8,2.74,2.33,,3,0.6509999999999999,0.82,2,421,0.012,0.6890000000000001,0.031,0.489,0.24,0.0,0.14300000000000002,0.028999999999999998,0.1,0.1,0.473,0.5379999999999999,4,4,4,4,4,0.79,4,0.77,2,3,0.8540000000000001,0.69,3,0.9490000000000001,0.81,2,7.0
1078,15K463_2017,SECONDARY SCHOOL FOR JOURNALISM,61.5,2.7,2.33,,2,0.664,0.89,3,236,0.07200000000000001,0.48700000000000004,0.12300000000000001,0.45799999999999996,0.373,0.0,0.19899999999999998,0.055,0.106,0.106,0.528,0.75,3,2,2,2,2,0.71,2,0.73,1,2,0.835,0.62,2,0.9540000000000001,0.83,2,1.7
1079,15K464_2017,PARK SLOPE COLLEGIATE,62.9,2.58,2.27,,3,0.63,0.86,3,414,0.06,0.423,0.087,0.45399999999999996,0.423,0.002,0.196,0.063,0.075,0.075,0.363,0.66,4,3,4,4,4,0.69,3,0.86,3,2,0.87,0.67,3,0.9590000000000001,0.87,3,13.0
1080,15K497_2017,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,75.0,2.7,2.38,,4,0.67,0.9,3,295,0.057999999999999996,0.49200000000000005,0.102,0.502,0.325,0.013999999999999999,0.166,0.092,0.08800000000000001,0.08800000000000001,0.633,0.488,3,3,4,4,4,0.81,4,0.89,3,2,0.802,0.74,2,0.966,0.88,3,4.8
1081,15K519_2017,COBBLE HILL SCHOOL OF AMERICAN STUDIES,74.1,2.67,2.26,,3,0.6970000000000001,0.78,2,598,0.033,0.63,0.08199999999999999,0.513,0.268,0.003,0.21100000000000002,0.027999999999999997,0.11900000000000001,0.11900000000000001,0.508,0.629,4,3,4,3,3,0.73,3,0.86,3,3,0.8029999999999999,0.67,3,0.956,0.83,2,6.8
1082,15K592_2017,KHALIL GIBRAN INTERNATIONAL ACADEMY,62.7,2.54,2.25,,3,0.753,0.84,3,268,0.168,0.358,0.381,0.418,0.063,0.0,0.142,0.366,0.134,0.134,0.42100000000000004,0.522,4,3,3,4,3,0.78,3,0.85,3,3,0.845,0.68,3,0.971,0.89,3,5.8
1083,15K656_2017,BROOKLYN HIGH SCHOOL OF THE ARTS,73.5,3.02,2.58,,3,0.57,0.9,3,866,0.027000000000000003,0.691,0.013000000000000001,0.395,0.21899999999999997,0.042,0.14300000000000002,0.023,0.067,0.067,0.21100000000000002,0.7070000000000001,4,3,3,3,3,0.81,3,0.83,3,2,0.92,0.67,3,0.9690000000000001,0.88,3,9.0
1084,15K667_2017,SUNSET PARK HIGH SCHOOL,76.8,2.6,2.36,,3,0.736,0.71,2,1291,0.073,0.095,0.16699999999999998,0.537,0.755,0.04,0.22699999999999998,0.07400000000000001,0.071,0.071,0.35,0.645,4,4,4,4,4,0.71,4,0.85,3,3,0.865,0.75,3,0.973,0.82,3,2.8
1085,15K684_2017,MILLENNIUM BROOKLYN HS,97.6,3.65,3.41,,4,0.37799999999999995,0.92,4,654,0.087,0.23399999999999999,0.002,0.225,0.248,0.002,0.139,0.34299999999999997,0.018000000000000002,0.018000000000000002,0.15,0.698,4,3,4,4,3,0.89,4,0.84,3,4,0.941,0.85,4,0.9570000000000001,0.94,4,2.0
1086,16K393_2017,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,59.1,2.38,1.94,,0,0.789,0.83,0,69,0.0,0.826,0.0,0.652,0.145,0.0,0.319,0.0,0.23199999999999998,0.23199999999999998,0.536,0.625,3,2,3,2,3,0.74,0,0.89,0,0,0.8029999999999999,0.73,0,0.991,0.85,0,6.6
1087,16K455_2017,BOYS AND GIRLS HIGH SCHOOL,61.5,2.42,2.09,,3,0.773,0.91,3,396,0.018000000000000002,0.836,0.051,0.586,0.10400000000000001,0.083,0.29,0.023,0.14400000000000002,0.14400000000000002,0.44299999999999995,0.821,3,2,2,3,2,0.81,2,0.83,2,2,0.847,0.72,3,0.972,0.87,3,1.0
1088,16K498_2017,BROOKLYN HS FOR LAW AND TECHNOLOGY,67.5,2.68,2.31,,2,0.73,0.73,2,658,0.027000000000000003,0.6659999999999999,0.032,0.568,0.267,0.032,0.233,0.02,0.106,0.106,0.386,0.6579999999999999,3,2,3,3,2,0.71,2,0.79,2,2,0.852,0.59,2,0.9590000000000001,0.8,2,1.9
1089,16K594_2017,GOTHAM PROFESSIONAL ARTS ACADEMY,44.2,2.52,2.11,,3,0.741,0.65,2,203,0.0,0.7979999999999999,0.034,0.522,0.177,0.0,0.281,0.01,0.212,0.212,0.65,0.882,4,3,4,4,4,0.71,3,0.88,3,2,0.779,0.66,3,0.9540000000000001,0.82,2,10.0
1090,16K688_2017,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,65.7,2.3,1.97,,3,0.82,1.0,3,112,0.063,0.741,0.08,0.634,0.134,0.0,0.25,0.045,0.28600000000000003,0.28600000000000003,0.5920000000000001,0.778,2,2,3,2,2,0.83,2,0.83,2,2,0.778,0.73,2,0.943,0.97,4,4.8
1091,16K765_2017,NELSON MANDELA HIGH SCHOOL,,2.45,2.12,,2,0.772,0.84,2,265,0.004,0.853,0.015,0.615,0.109,0.053,0.249,0.015,0.109,0.109,0.63,0.722,3,2,3,2,2,0.73,2,0.85,3,0,0.78,0.64,2,0.977,0.85,3,3.0
1092,17K122_2017,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL P,75.0,2.79,2.47,,3,0.539,0.94,4,573,0.027999999999999997,0.855,0.013999999999999999,0.358,0.099,0.0,0.157,0.005,0.073,0.073,0.18899999999999997,0.9229999999999999,4,3,3,3,3,0.84,3,0.89,4,3,0.925,0.72,4,0.973,0.92,4,6.0
1093,17K382_2017,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,61.9,2.48,2.13,,2,0.677,0.82,2,259,0.023,0.807,0.11599999999999999,0.41700000000000004,0.11599999999999999,0.004,0.17800000000000002,0.023,0.147,0.147,0.424,0.9129999999999999,3,2,3,2,3,0.8,3,0.79,2,2,0.835,0.68,3,0.978,0.84,2,0.4
1094,17K408_2017,ACADEMY OF HOSPITALITY AND TOURISM,50.9,2.45,2.14,,3,0.653,0.95,3,191,0.042,0.7959999999999999,0.152,0.37200000000000005,0.115,0.0,0.22,0.037000000000000005,0.11,0.11,0.41600000000000004,0.733,3,3,3,3,2,0.85,3,0.92,4,3,0.821,0.75,3,0.993,0.93,4,1.3
1095,17K524_2017,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,61.3,1.88,1.96,,4,0.903,0.92,4,420,0.179,0.221,0.888,0.33799999999999997,0.474,0.005,0.057,0.11699999999999999,0.24,0.24,0.314,0.7240000000000001,3,4,4,4,4,0.84,4,0.86,3,3,0.883,0.83,3,0.97,0.94,4,7.4
1096,17K528_2017,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,54.2,2.6,2.23,,4,0.6559999999999999,0.92,3,214,0.033,0.7759999999999999,0.17300000000000001,0.39299999999999996,0.136,0.0,0.182,0.037000000000000005,0.126,0.126,0.319,0.643,4,3,4,4,4,0.82,4,0.83,3,2,0.897,0.68,4,0.955,0.91,3,6.9
